CountryCode,Reference area,Measure,Unit of measure,Year,Value,Observation status,Unit multiplier
CRI,Costa Rica,Direct on-farm energy consumption,Tonnes of oil equivalent,2015,74.947,Normal value,Thousands
CRI,Costa Rica,Direct on-farm energy consumption,Tonnes of oil equivalent,1989,20.338,Normal value,Thousands
CRI,Costa Rica,Total final energy consumption,Tonnes of oil equivalent,1989,1443.599,Normal value,Thousands
CRI,Costa Rica,Total final energy consumption,Tonnes of oil equivalent,1990,1466.977,Normal value,Thousands
CRI,Costa Rica,Direct on-farm energy consumption,Tonnes of oil equivalent,1990,21.026,Normal value,Thousands
CRI,Costa Rica,Direct on-farm energy consumption,Tonnes of oil equivalent,1991,45.414,Normal value,Thousands
CRI,Costa Rica,Total final energy consumption,Tonnes of oil equivalent,1991,1513.88,Normal value,Thousands
CRI,Costa Rica,Total final energy consumption,Tonnes of oil equivalent,1992,1733.102,Normal value,Thousands
CRI,Costa Rica,Direct on-farm energy consumption,Tonnes of oil equivalent,1992,54.574,Normal value,Thousands
CRI,Costa Rica,Direct on-farm energy consumption,Tonnes of oil equivalent,1993,66.839,Normal value,Thousands
CRI,Costa Rica,Total final energy consumption,Tonnes of oil equivalent,1993,1793.508,Normal value,Thousands
CRI,Costa Rica,Total final energy consumption,Tonnes of oil equivalent,1994,1923.729,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,2002,760.578,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,2002,25550.263,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,2003,25894.752,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,2003,732.841,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,2004,735.127,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,2004,26116.587,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,2005,25297.257,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,2005,713.132,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,2006,725.682,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,2006,26511.912,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,2007,26612.914,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,2007,748.612,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,2008,733.056,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,2008,25677.799,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,2009,24049.607,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,2009,729.803,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,2010,783.509,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,2010,26396.76,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,2011,24971.107,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,2011,721.344,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,2012,25144.14,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,2012,770.865,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,2013,751.608,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,2013,25108.286,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,2014,24998.214,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,2014,728.875,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,2015,756.541,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,1988,21336.434,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,1989,22035.205,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,1989,921.257,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,1990,923.491,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,1990,22321.841,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,1991,22139.945,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,1991,804.853,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,1992,839.792,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,1992,22167.915,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,1993,22075.82,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,1993,840.105,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,1994,751.619,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,1994,23229.184,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,1995,22376.606,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,1995,753.869,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,1996,723.794,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,1996,22771.144,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,1985,18987.583,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,1985,822.27,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,1986,825.031,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,1986,19892.304,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,1987,21304.843,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,1987,851.235,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,1988,903.506,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,2015,24441.048,Normal value,Thousands
FIN,Finland,Total final energy consumption,Tonnes of oil equivalent,2016,25529.79,Normal value,Thousands
FIN,Finland,Direct on-farm energy consumption,Tonnes of oil equivalent,2016,776.508,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2018,3014.779,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2019,2953.805,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2019,113.477,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2020,110.017,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2020,2908.361,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2021,2950.667,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2021,88.598,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,1998,2789.766,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,1998,87.216,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,1999,56.412,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,1999,2578.064,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2000,2563.978,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2000,58.297,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2001,100.052,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2001,2806.131,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2002,2705.493,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2002,109.345,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2003,113.775,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2003,2838.98,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2004,2960.473,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2004,104.194,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2005,103.72,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2005,3029.701,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2006,3062.051,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2006,98.154,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2007,93.383,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2007,3251.418,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2008,3212.288,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2008,95.347,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2009,93.155,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2009,2837.856,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2010,2973.336,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2010,95.237,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2011,108.766,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2011,2868.404,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2012,2918.796,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2012,110.633,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2013,3009.223,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2013,110.017,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2014,131.1,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2014,2885.736,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2015,2847.394,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2015,132.576,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2016,130.455,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,1990,5572.044,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,1990,679.218,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,1991,707.813,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,1991,5452.014,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,1992,3559.307,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,1992,401.044,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,1993,217.508,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,1993,3006.926,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,1994,3050.436,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,1994,104.787,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,1995,83.423,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,1995,2783.556,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,1996,3051.637,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,1996,99.137,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,1997,83.369,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,1997,3003.031,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2016,2866.552,Normal value,Thousands
EST,Estonia,Total final energy consumption,Tonnes of oil equivalent,2017,2956.799,Normal value,Thousands
EST,Estonia,Direct on-farm energy consumption,Tonnes of oil equivalent,2017,132.521,Normal value,Thousands
DNK,Denmark,Total final energy consumption,Tonnes of oil equivalent,2017,13830.687,Normal value,Thousands
DNK,Denmark,Total final energy consumption,Tonnes of oil equivalent,2018,13791.951,Normal value,Thousands
DNK,Denmark,Direct on-farm energy consumption,Tonnes of oil equivalent,2018,594.821,Normal value,Thousands
DNK,Denmark,Direct on-farm energy consumption,Tonnes of oil equivalent,2019,580.736,Normal value,Thousands
DNK,Denmark,Total final energy consumption,Tonnes of oil equivalent,2019,13450.666,Normal value,Thousands
DNK,Denmark,Total final energy consumption,Tonnes of oil equivalent,2020,12966.531,Normal value,Thousands
DNK,Denmark,Direct on-farm energy consumption,Tonnes of oil equivalent,2020,567.309,Normal value,Thousands
DNK,Denmark,Direct on-farm energy consumption,Tonnes of oil equivalent,2021,564.831,Normal value,Thousands
DNK,Denmark,Total final energy consumption,Tonnes of oil equivalent,2021,13578.342,Normal value,Thousands
DNK,Denmark,Total final energy consumption,Tonnes of oil equivalent,1997,14736.185,Normal value,Thousands
DNK,Denmark,Direct on-farm energy consumption,Tonnes of oil equivalent,1997,781.579,Normal value,Thousands
DNK,Denmark,Direct on-farm energy consumption,Tonnes of oil equivalent,1998,751.587,Normal value,Thousands
DNK,Denmark,Total final energy consumption,Tonnes of oil equivalent,1998,14624.755,Normal value,Thousands
DNK,Denmark,Total final energy consumption,Tonnes of oil equivalent,1999,14554.73,Normal value,Thousands
DNK,Denmark,Direct on-farm energy consumption,Tonnes of oil equivalent,1999,746.301,Normal value,Thousands
DNK,Denmark,Direct on-farm energy consumption,Tonnes of oil equivalent,2000,739.594,Normal value,Thousands
DNK,Denmark,Total final energy consumption,Tonnes of oil equivalent,2000,14234.221,Normal value,Thousands
DNK,Denmark,Total final energy consumption,Tonnes of oil equivalent,2001,14591.915,Normal value,Thousands
DNK,Denmark,Direct on-farm energy consumption,Tonnes of oil equivalent,2001,730.25,Normal value,Thousands
DNK,Denmark,Direct on-farm energy consumption,Tonnes of oil equivalent,2002,713.219,Normal value,Thousands
DNK,Denmark,Total final energy consumption,Tonnes of oil equivalent,2002,14370.194,Normal value,Thousands
DNK,Denmark,Total final energy consumption,Tonnes of oil equivalent,2003,14687.435,Normal value,Thousands
DNK,Denmark,Direct on-farm energy consumption,Tonnes of oil equivalent,2003,703.156,Normal value,Thousands
DNK,Denmark,Direct on-farm energy consumption,Tonnes of oil equivalent,2004,689.987,Normal value,Thousands
DNK,Denmark,Total final energy consumption,Tonnes of oil equivalent,2004,14845.949,Normal value,Thousands
DNK,Denmark,Total final energy consumption,Tonnes of oil equivalent,2005,14921.494,Normal value,Thousands
DNK,Denmark,Direct on-farm energy consumption,Tonnes of oil equivalent,2005,683.237,Normal value,Thousands
DNK,Denmark,Direct on-farm energy consumption,Tonnes of oil equivalent,2006,716.539,Normal value,Thousands
DNK,Denmark,Total final energy consumption,Tonnes of oil equivalent,2006,15090.394,Normal value,Thousands
DNK,Denmark,Total final energy consumption,Tonnes of oil equivalent,2007,15137.362,Normal value,Thousands
DNK,Denmark,Direct on-farm energy consumption,Tonnes of oil equivalent,2007,681.06,Normal value,Thousands
DNK,Denmark,Direct on-farm energy consumption,Tonnes of oil equivalent,2008,706.958,Normal value,Thousands
DNK,Denmark,Total final energy consumption,Tonnes of oil equivalent,2008,14898.517,Normal value,Thousands
DNK,Denmark,Total final energy consumption,Tonnes of oil equivalent,2009,14266.841,Normal value,Thousands
DNK,Denmark,Direct on-farm energy consumption,Tonnes of oil equivalent,2009,705.602,Normal value,Thousands
DNK,Denmark,Direct on-farm energy consumption,Tonnes of oil equivalent,2010,729.721,Normal value,Thousands
DNK,Denmark,Total final energy consumption,Tonnes of oil equivalent,2010,14972.078,Normal value,Thousands
DNK,Denmark,Total final energy consumption,Tonnes of oil equivalent,2011,14261.506,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2018,222767.614,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2018,3554.493,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2019,3575.911,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2019,221885.478,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2020,214892.596,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2020,3592.089,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2021,3592.379,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2021,224470.429,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,1997,239054.368,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,1997,2031.291,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,1998,2051.487,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,1998,238267.55,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,1999,233722.818,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,1999,269.514,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2000,289.985,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2000,231404.32,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2001,235431.784,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2001,271.424,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2002,265.616,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2002,231947.089,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2003,235099.729,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2003,186.795,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2004,199.683,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2004,234288.507,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2005,231667.212,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2005,200.231,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2006,231.008,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2006,236482.231,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2007,222647.511,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2007,356.793,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2008,345.706,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2008,230534.407,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2009,217397.101,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2009,404.057,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2010,1287.209,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2010,231901.935,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2011,221010.416,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2011,1326.904,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2012,1317.365,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2012,223717.978,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2013,1256.662,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2013,228908.142,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2014,217711.518,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2014,1514.097,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2015,1451.127,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,1988,250343.628,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,1989,242732.326,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,1989,3101.114,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,1990,2422.206,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,1990,240787.778,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,1991,237960.197,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,1991,2695.868,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,1992,2643.516,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,1992,232022.846,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,1993,232451.6,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,1993,1999.785,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,1994,2037.473,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,1994,229528.425,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,1995,233315.011,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,1995,1979.932,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,1996,2040.957,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,1996,242073.267,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,1985,248330.37,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,1985,3286.589,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,1986,3164.788,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,1986,250721.301,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,1987,251855.187,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,1987,3088.209,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,1988,3076.325,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2015,220916.05,Normal value,Thousands
DEU,Germany,Total final energy consumption,Tonnes of oil equivalent,2016,224343.207,Normal value,Thousands
DEU,Germany,Direct on-farm energy consumption,Tonnes of oil equivalent,2016,1497.872,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,2017,4004.76,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,2018,4085.528,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,2018,151087.823,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,2019,149714.42,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,2019,4037.078,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,2020,4346.788,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,2020,137708.923,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,2021,150938.243,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,2021,4196.242,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,1997,155999.1,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,1997,3712.258,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,1998,3806.461,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,1998,158569.101,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,1999,158990.255,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,1999,3776.113,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,2000,3833.252,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,2000,161487.384,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,2001,166563.218,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,2001,3881.616,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,2002,3745.622,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,2002,163834.077,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,2003,167183.97,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,2003,3706.645,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,2004,4222.029,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,2004,168723.731,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,2005,167549.35,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,2005,4209.654,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,2006,4130.107,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,2006,165393.427,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,2007,162246.812,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,2007,4032.569,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,2008,4119.771,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,2008,162867.456,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,2009,156158.925,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,2009,4206.376,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,2010,4121.208,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,2010,159768.225,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,2011,155044.832,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,2011,4141.451,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,2012,159282.375,Normal value,Thousands
FRA,France,Direct on-farm energy consumption,Tonnes of oil equivalent,2012,4014.123,Normal value,Thousands
FRA,France,Total final energy consumption,Tonnes of oil equivalent,2013,161721.972,Normal value,Thousands
