CountryCode,Reference area,Measure,Unit of measure,Year,Value,Observation status,Unit multiplier
EST,Estonia,Arable land,Hectares,1999,860.5,Normal value,Thousands
EST,Estonia,Arable land,Hectares,1998,590.4,Normal value,Thousands
EST,Estonia,Arable land,Hectares,1997,888.6,Normal value,Thousands
EST,Estonia,Arable land,Hectares,1996,884.2,Normal value,Thousands
EST,Estonia,Arable land,Hectares,1995,873.8,Normal value,Thousands
EST,Estonia,Arable land,Hectares,1994,948.6,Normal value,Thousands
EST,Estonia,Arable land,Hectares,1993,1065.9,Normal value,Thousands
EST,Estonia,Arable land,Hectares,1992,1114.5,Normal value,Thousands
EST,Estonia,Arable land,Hectares,1991,1117.7,Normal value,Thousands
EST,Estonia,Arable land,Hectares,1990,1115.9,Normal value,Thousands
EST,Estonia,Permanent pasture,Hectares,2021,280.85,Normal value,Thousands
EST,Estonia,Permanent pasture,Hectares,2020,284.77,Normal value,Thousands
EST,Estonia,Permanent pasture,Hectares,2019,289.19,Normal value,Thousands
EST,Estonia,Permanent pasture,Hectares,2018,292.23,Normal value,Thousands
EST,Estonia,Permanent pasture,Hectares,2017,293.46,Normal value,Thousands
EST,Estonia,Permanent pasture,Hectares,2016,304.28,Normal value,Thousands
EST,Estonia,Permanent pasture,Hectares,2015,314.9,Normal value,Thousands
EST,Estonia,Permanent pasture,Hectares,2014,317.5,Normal value,Thousands
EST,Estonia,Permanent pasture,Hectares,2013,324.6,Normal value,Thousands
EST,Estonia,Permanent pasture,Hectares,2012,326.2,Normal value,Thousands
EST,Estonia,Permanent pasture,Hectares,2011,306.0,Normal value,Thousands
EST,Estonia,Permanent pasture,Hectares,2010,296.1,Normal value,Thousands
EST,Estonia,Permanent pasture,Hectares,2009,326.6,Normal value,Thousands
EST,Estonia,Permanent pasture,Hectares,2008,300.1,Normal value,Thousands
EST,Estonia,Permanent pasture,Hectares,2007,306.4,Normal value,Thousands
EST,Estonia,Permanent pasture,Hectares,2006,329.9,Normal value,Thousands
EST,Estonia,Permanent pasture,Hectares,2005,278.8,Normal value,Thousands
EST,Estonia,Permanent pasture,Hectares,2004,257.6,Normal value,Thousands
EST,Estonia,Permanent pasture,Hectares,2003,268.0,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2021,986.67,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2020,985.46,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2019,988.41,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2018,984.67,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2017,981.83,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2016,1003.51,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2015,993.6,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2014,974.8,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2013,965.9,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2012,955.9,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2011,946.0,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2010,948.8,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2009,931.8,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2008,906.5,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2007,914.7,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2006,898.5,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2005,882.3,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2004,792.4,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2003,828.7,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2002,698.3,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2001,890.4,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,2000,985.8,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,1999,1001.1,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,1998,746.8,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,1997,1023.8,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,1996,1004.9,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,1995,990.8,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,1994,1100.7,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,1993,1320.6,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,1992,1374.1,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,1991,1374.5,Normal value,Thousands
EST,Estonia,Total agricultural land area,Hectares,1990,1357.8,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,2006,2264.3,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,2005,2240.4,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,2004,2224.5,Normal value,Thousands
FIN,Finland,Organic farming,Hectares,1996,84589.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,1995,44695.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,1994,25822.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,1993,20153.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,1992,15859.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,1991,13281.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,1990,6752.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2014,210649.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2013,204810.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2012,197751.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2011,188189.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2010,169168.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2009,166172.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2008,150374.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2007,148760.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2006,144667.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2005,147587.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2004,162024.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2003,159987.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2002,156692.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2001,147943.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2000,147268.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,1999,136665.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,1998,116206.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,1997,102343.0,Normal value,Units
FIN,Finland,Permanent crops,Hectares,2020,3.7,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2019,3.7,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2018,3.4,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2017,3.4,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2016,3.4,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2015,3.3,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2014,3.3,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2013,3.4,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2012,4.0,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2011,4.1,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2010,4.1,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2009,4.2,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2008,4.3,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2007,4.2,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2006,4.3,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2005,4.3,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2004,4.3,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2003,4.4,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2002,3.9,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2001,3.6,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2000,3.5,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,1999,3.3,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,1998,3.2,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,1997,3.1,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,1996,3.2,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,1995,4.2,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,1994,2.5,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,1993,2.4,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,1992,2.4,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,1991,2.5,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,1990,2.5,Normal value,Thousands
FIN,Finland,Organic farming,Hectares,2021,365379.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2020,316248.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2019,306484.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2018,297442.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2017,259271.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2016,238240.0,Normal value,Units
FIN,Finland,Organic farming,Hectares,2015,225235.0,Normal value,Units
FIN,Finland,Arable and permanent crop land,Hectares,2003,2217.5,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,2002,2220.6,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,2001,2189.9,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,2000,2182.2,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,1999,2179.9,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,1998,2169.5,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,1997,2128.3,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,1996,2125.4,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,1995,2145.5,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,1994,2301.5,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,1993,2277.4,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,1992,2513.0,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,1991,2523.7,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,1990,2544.2,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2021,2243.6,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2020,2244.0,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2019,2246.2,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2018,2243.9,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2017,2243.9,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2016,2245.2,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2015,2241.9,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2014,2232.4,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2013,1969.1,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2012,2249.3,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2011,2250.6,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2010,2254.5,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2009,2257.8,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2008,2258.6,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2007,2256.5,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2006,2260.0,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2005,2236.1,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2004,2220.2,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2003,2213.1,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2002,2216.7,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2001,2186.3,Normal value,Thousands
FIN,Finland,Arable land,Hectares,2000,2178.7,Normal value,Thousands
FIN,Finland,Arable land,Hectares,1999,2176.6,Normal value,Thousands
FIN,Finland,Arable land,Hectares,1998,2166.3,Normal value,Thousands
FIN,Finland,Arable land,Hectares,1997,2125.2,Normal value,Thousands
FIN,Finland,Arable land,Hectares,1996,2122.2,Normal value,Thousands
FIN,Finland,Arable land,Hectares,1995,2141.3,Normal value,Thousands
FIN,Finland,Arable land,Hectares,1994,2299.0,Normal value,Thousands
FIN,Finland,Arable land,Hectares,1993,2275.0,Normal value,Thousands
FIN,Finland,Arable land,Hectares,1992,2510.6,Normal value,Thousands
FIN,Finland,Arable land,Hectares,1991,2521.2,Normal value,Thousands
FIN,Finland,Arable land,Hectares,1990,2541.7,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2021,20.5,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2020,21.8,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2019,23.5,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2018,24.1,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2017,24.7,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2016,25.6,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2015,27.8,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2014,32.6,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2013,30.7,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2012,31.9,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2011,32.1,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2010,33.0,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2009,33.5,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2008,32.7,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2007,33.8,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2006,35.7,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2005,33.4,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2004,28.4,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2003,27.6,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2002,26.7,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2001,25.3,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,2000,25.9,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,1999,21.0,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,1998,21.6,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,1997,21.3,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,1996,17.7,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,1995,15.1,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,1994,16.0,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,1993,15.0,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,1992,15.0,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,1991,15.0,Normal value,Thousands
FIN,Finland,Permanent pasture,Hectares,1990,15.0,Normal value,Thousands
FIN,Finland,Permanent crops,Hectares,2021,3.6,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2021,2268.0,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2020,2270.0,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2019,2273.8,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2018,2271.9,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2017,2272.2,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2016,2274.5,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2015,2273.3,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2014,2267.2,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2013,2258.6,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2012,2285.2,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2011,2286.7,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2010,2291.5,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2009,2295.9,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2008,2296.0,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2007,2255.3,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2006,2300.5,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2005,2274.3,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2004,2253.4,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2003,2245.6,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2002,2236.0,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2001,2215.7,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,2000,2208.6,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,1999,2201.4,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,1998,2191.6,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,1997,2150.1,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,1996,2143.6,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,1995,2161.1,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,1994,2318.0,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,1993,2292.9,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,1992,2528.5,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,1991,2539.2,Normal value,Thousands
FIN,Finland,Total agricultural land area,Hectares,1990,2559.7,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,2021,2247.2,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,2020,2247.7,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,2019,2249.9,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,2018,2247.3,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,2017,2247.3,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,2016,2248.6,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,2015,2245.2,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,2014,2235.7,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,2013,1972.5,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,2012,2253.3,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,2011,2254.7,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,2010,2258.6,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,2009,2262.0,Normal value,Thousands
FIN,Finland,Arable and permanent crop land,Hectares,2008,2262.9,Normal value,Thousands
FRA,France,Arable land,Hectares,2018,18381.39,Normal value,Thousands
FRA,France,Arable land,Hectares,2017,18759.35,Normal value,Thousands
FRA,France,Arable land,Hectares,2016,18764.9,Normal value,Thousands
FRA,France,Transgenic crops,Hectares,2022,0.0,Normal value,Units
FRA,France,Transgenic crops,Hectares,2021,0.0,Normal value,Units
FRA,France,Transgenic crops,Hectares,2020,0.0,Normal value,Units
FRA,France,Transgenic crops,Hectares,2019,0.0,Normal value,Units
FRA,France,Transgenic crops,Hectares,2018,0.0,Normal value,Units
FRA,France,Transgenic crops,Hectares,2017,0.0,Normal value,Units
FRA,France,Transgenic crops,Hectares,2016,0.0,Normal value,Units
FRA,France,Transgenic crops,Hectares,2015,0.0,Normal value,Units
FRA,France,Transgenic crops,Hectares,2014,0.0,Normal value,Units
FRA,France,Organic farming,Hectares,1992,90000.0,Normal value,Units
FRA,France,Organic farming,Hectares,1991,72000.0,Normal value,Units
FRA,France,Organic farming,Hectares,1990,65000.0,Normal value,Units
FRA,France,Transgenic crops,Hectares,2013,0.14,Normal value,Units
FRA,France,Transgenic crops,Hectares,2012,0.14,Normal value,Units
FRA,France,Transgenic crops,Hectares,2011,0.14,Normal value,Units
FRA,France,Transgenic crops,Hectares,2010,0.14,Normal value,Units
FRA,France,Transgenic crops,Hectares,2009,0.14,Normal value,Units
FRA,France,Transgenic crops,Hectares,2008,2.34,Normal value,Units
FRA,France,Transgenic crops,Hectares,2007,4.1,Normal value,Units
FRA,France,Transgenic crops,Hectares,2006,2.8,Normal value,Units
FRA,France,Transgenic crops,Hectares,2005,23.1,Normal value,Units
FRA,France,Transgenic crops,Hectares,2004,7.2,Normal value,Units
FRA,France,Transgenic crops,Hectares,2003,16.9,Normal value,Units
FRA,France,Transgenic crops,Hectares,2002,11.6,Normal value,Units
FRA,France,Transgenic crops,Hectares,2001,39.0,Normal value,Units
FRA,France,Transgenic crops,Hectares,2000,42.62,Normal value,Units
FRA,France,Transgenic crops,Hectares,1999,85.0,Normal value,Units
FRA,France,Permanent crops,Hectares,1998,1236.6,Normal value,Thousands
FRA,France,Permanent crops,Hectares,1997,1238.0,Normal value,Thousands
FRA,France,Permanent crops,Hectares,1996,1247.4,Normal value,Thousands
FRA,France,Permanent crops,Hectares,1995,1257.0,Normal value,Thousands
FRA,France,Permanent crops,Hectares,1994,1262.9,Normal value,Thousands
FRA,France,Permanent crops,Hectares,1993,1262.8,Normal value,Thousands
FRA,France,Permanent crops,Hectares,1992,1267.4,Normal value,Thousands
FRA,France,Permanent crops,Hectares,1991,1253.8,Normal value,Thousands
FRA,France,Permanent crops,Hectares,1990,1240.5,Normal value,Thousands
FRA,France,Organic farming,Hectares,2021,2775671.0,Normal value,Units
FRA,France,Organic farming,Hectares,2020,2517478.0,Normal value,Units
FRA,France,Organic farming,Hectares,2019,2240797.0,Normal value,Units
FRA,France,Organic farming,Hectares,2018,2034115.0,Normal value,Units
FRA,France,Organic farming,Hectares,2017,1744420.0,Normal value,Units
FRA,France,Organic farming,Hectares,2016,1537351.0,Normal value,Units
FRA,France,Organic farming,Hectares,2015,1322911.0,Normal value,Units
FRA,France,Organic farming,Hectares,2014,1118845.0,Normal value,Units
FRA,France,Organic farming,Hectares,2013,1060755.0,Normal value,Units
FRA,France,Organic farming,Hectares,2012,1030881.0,Normal value,Units
FRA,France,Organic farming,Hectares,2011,977234.0,Normal value,Units
FRA,France,Organic farming,Hectares,2010,845442.0,Normal value,Units
FRA,France,Organic farming,Hectares,2009,677513.0,Normal value,Units
FRA,France,Organic farming,Hectares,2008,583799.0,Normal value,Units
FRA,France,Organic farming,Hectares,2007,557133.0,Normal value,Units
FRA,France,Organic farming,Hectares,2006,552824.0,Normal value,Units
FRA,France,Organic farming,Hectares,2005,550488.0,Normal value,Units
FRA,France,Organic farming,Hectares,2004,534037.0,Normal value,Units
FRA,France,Organic farming,Hectares,2003,550990.0,Normal value,Units
FRA,France,Organic farming,Hectares,2002,517965.0,Normal value,Units
FRA,France,Organic farming,Hectares,2001,419750.0,Normal value,Units
FRA,France,Organic farming,Hectares,2000,361040.0,Normal value,Units
FRA,France,Organic farming,Hectares,1999,315771.0,Normal value,Units
FRA,France,Organic farming,Hectares,1998,218775.0,Normal value,Units
FRA,France,Organic farming,Hectares,1997,122338.0,Normal value,Units
FRA,France,Organic farming,Hectares,1996,107494.0,Normal value,Units
FRA,France,Organic farming,Hectares,1995,90996.0,Normal value,Units
FRA,France,Organic farming,Hectares,1994,87000.0,Normal value,Units
FRA,France,Organic farming,Hectares,1993,90000.0,Normal value,Units
FRA,France,Arable land,Hectares,2015,18725.55,Normal value,Thousands
FRA,France,Arable land,Hectares,2014,18707.0,Normal value,Thousands
FRA,France,Arable land,Hectares,2013,18702.54,Normal value,Thousands
FRA,France,Arable land,Hectares,2012,18374.42,Normal value,Thousands
FRA,France,Arable land,Hectares,2011,18291.65,Normal value,Thousands
FRA,France,Arable land,Hectares,2010,18725.38,Normal value,Thousands
FRA,France,Arable land,Hectares,2009,146.7,Normal value,Thousands
FRA,France,Arable land,Hectares,2008,18409.7,Normal value,Thousands
FRA,France,Arable land,Hectares,2007,18316.4,Normal value,Thousands
FRA,France,Arable land,Hectares,2006,142.7,Normal value,Thousands
FRA,France,Arable land,Hectares,2005,18545.7,Normal value,Thousands
FRA,France,Arable land,Hectares,2004,18481.2,Normal value,Thousands
FRA,France,Arable land,Hectares,2003,18482.8,Normal value,Thousands
FRA,France,Arable land,Hectares,2002,18493.2,Normal value,Thousands
FRA,France,Arable land,Hectares,2001,18475.9,Normal value,Thousands
FRA,France,Arable land,Hectares,2000,18488.8,Normal value,Thousands
FRA,France,Arable land,Hectares,1999,18500.1,Normal value,Thousands
FRA,France,Arable land,Hectares,1998,18550.4,Normal value,Thousands
FRA,France,Arable land,Hectares,1997,18496.3,Normal value,Thousands
FRA,France,Arable land,Hectares,1996,18358.1,Normal value,Thousands
FRA,France,Arable land,Hectares,1995,18414.1,Normal value,Thousands
FRA,France,Arable land,Hectares,1994,18360.1,Normal value,Thousands
FRA,France,Arable land,Hectares,1993,18288.3,Normal value,Thousands
FRA,France,Arable land,Hectares,1992,18068.2,Normal value,Thousands
FRA,France,Arable land,Hectares,1991,18059.3,Normal value,Thousands
FRA,France,Arable land,Hectares,1990,18028.3,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2020,9646.74,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2019,9610.52,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2018,9593.99,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2017,9299.84,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2016,9302.01,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2015,9326.0,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2014,9331.48,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2013,9406.85,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2012,9478.29,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2011,9428.42,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2010,9811.49,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2009,9920.1,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2008,9910.5,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2007,9937.3,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2006,9924.2,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2005,9916.6,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2004,10028.5,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2003,10093.6,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2002,9903.2,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2001,9964.3,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,2000,10007.5,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,1999,10073.3,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,1998,10115.6,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,1997,10201.8,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,1996,10284.6,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,1995,10346.3,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,1994,10414.5,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,1993,10570.2,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,1992,10895.3,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,1991,11056.2,Normal value,Thousands
FRA,France,Permanent pasture,Hectares,1990,11225.3,Normal value,Thousands
